Genes,Cytoband,Spearman's Correlation,p-Value,q-Value
GUSBP19,,0.014104875,0.870534568,0.914493949
ZAR1,4p11,-0.014099227,0.870585951,0.914499317
SERINC2,1p35.2,0.014092839,0.870644078,0.914511768
CPNE2,16q13,0.014064214,0.870904538,0.914736733
CSF2,5q31.1,-0.014056628,0.870973571,0.914743118
MAMSTR,19q13.33,-0.014040361,0.871121597,0.914743118
ZNF436-AS1,1p36.12,0.014040361,0.871121597,0.914743118
SPACA9,9q34.13,0.01403559,0.871165011,0.914743118
OMP,11q13.5,-0.014028979,0.871225169,0.914743118
OR10A4,11p15.4,-0.014026124,0.871251148,0.914743118
SDS,12q24.13,-0.014026048,0.871251838,0.914743118
SLC17A1,6p22.2,0.014020745,0.871300097,0.914743118
PAX8-AS1,2q14.1,0.014006965,0.871425497,0.914743118
FBXO48,2p13.3,-0.014002195,0.871468913,0.914743118
AQP7P3,9q21.11,-0.013999124,0.871496855,0.914743118
FBXO38,5q32,0.013997424,0.871512329,0.914743118
TSPAN33,7q32.1,0.013997424,0.871512329,0.914743118
F13A1,6p25.1,-0.01397357,0.871729416,0.914922382
KRT12,17q21.2,-0.013962867,0.871826821,0.914976021
NCF4,22q12.3,0.013935404,0.872076775,0.915186717
TRIM7,5q35.3,-0.013930633,0.872120196,0.915186717
PMS2CL,7p22.1,0.013921092,0.872207041,0.915200393
CLINT1,5q33.3,-0.01391155,0.872293886,0.915200393
RHD,1p36.11,-0.01391091,0.872299713,0.915200393
KIR2DS4,19q13.42,0.01390885,0.872318464,0.915200393
GUCY2EP,11q13.5,0.013900215,0.87239706,0.915234265
CCDC71L,7q22.3,-0.013892467,0.872467582,0.915259665
NUDT10,Xp11.22,0.013878155,0.872597858,0.915322953
RECQL4,8q24.3,0.013873384,0.872641285,0.915322953
NOX1,Xq22.1,0.013868574,0.872685068,0.915322953
GCNT2,6p24.3-p24.2,0.013863842,0.872728138,0.915322953
DPF3,14q24.2,0.013859072,0.872771565,0.915322953
SLC28A2,15q21.1,0.013855311,0.872805801,0.915322953
ERN2,16p12.2,0.013844573,0.872903545,0.915376884
MFAP5,12p13.31,-0.013811941,0.873200609,0.915639241
SHC4,15q21.1,-0.013806593,0.87324929,0.915639241
SPICE1,3q13.2,0.013801822,0.873292722,0.915639241
SLC52A1,17p13.2,-0.013768444,0.873596605,0.915860838
FBXO44,1p36.22,0.013768427,0.873596755,0.915860838
TTLL1,22q13.2,0.013749344,0.873770496,0.915994394
PLPP1,5q11.2,0.013706407,0.874161437,0.91635255
PGAM2,7p13,0.013701636,0.874204876,0.91635255
SNAI2,8q11.21,0.013687324,0.874335198,0.916440547
NHLRC4,16p13.3,0.013668241,0.874508965,0.916534277
H4C7,6p22.2,0.013667318,0.874517374,0.916534277
HLA-B,6p21.33,0.013625304,0.874899962,0.916838006
EGLN1,1q42.2,-0.013625304,0.874899962,0.916838006
C12ORF56,12q14.2,-0.013606717,0.875069231,0.916966766
FAM110A,20p13,0.01360145,0.875117196,0.916968408
HSPA1L,6p21.33,-0.013548972,0.875595144,0.917420572
TSPAN7,Xp11.4,-0.01353466,0.875725501,0.91749606
SELP,1q24.2,-0.013524617,0.875816968,0.91749606
FCGR2A,1q23.3,-0.013520347,0.875855861,0.91749606
OS9,12q13.3-q14.1,-0.013520347,0.875855861,0.91749606
DBP,19q13.33,-0.013515577,0.875899315,0.91749606
SMG9,19q13.31,0.013491723,0.876116592,0.917639168
CABP2,11q13.2,0.013490383,0.876128799,0.917639168
SPART,13q13.3,0.01347264,0.87629042,0.917759807
NADK2,5p13.2,-0.013444015,0.876551173,0.917984252
EFTUD2,17q21.31,-0.013424932,0.876725016,0.91811766
F8A1,Xq28,-0.013401078,0.876942327,0.918296572
ZNF398,7q35,-0.013382011,0.877116038,0.918429811
BRCA1,17q21.31,0.013367683,0.877246579,0.918517835
NKX1-2,10q26.13,0.013350563,0.87740256,0.918632486
PTGES,9q34.11,-0.013329517,0.877594317,0.918784578
SNURF,15q11.2,-0.013315204,0.877724725,0.918869264
IFI30,19p13.11,0.013310434,0.877768195,0.918869264
CD300A,17q25.1,0.013296121,0.877898607,0.918957106
C10ORF99,10q23.1,0.013268402,0.878151195,0.919172823
LYVE1,11p15.4,-0.013200706,0.878768105,0.919721128
TMEM254,10q22.3,-0.013200706,0.878768105,0.919721128
CHI3L1,1q32.1,0.013191165,0.878855063,0.919758799
TNN,1q25.1,0.013181623,0.878942022,0.919758799
XRCC6P5,Xq22.1,-0.013181437,0.878943717,0.919758799
LINC01622,6p25.3,-0.013169874,0.879049099,0.919820371
RBM24,6p22.3,0.013148228,0.879246391,0.919978104
DMBX1,1p33,-0.013137363,0.879345417,0.920033007
SNORA13,5q22.2,-0.013116851,0.879532376,0.920150443
CCND3,6p21.1,0.013114832,0.879550777,0.920150443
PYY,17q21.31,-0.013090398,0.879773499,0.920334727
YPEL3,16p11.2,-0.013076666,0.879898669,0.920358564
SLC10A2,13q33.1,-0.013074099,0.879922074,0.920358564
ZNF787,19q13.43,-0.013071895,0.879942157,0.920358564
CD47,3q13.12,-0.013067125,0.879985646,0.920358564
TRADD,16q22.1,0.013062354,0.880029134,0.920358564
C10ORF55,10q22.2,-0.0130385,0.880246584,0.920537265
CEACAM18,19q13.41,0.013030736,0.880317359,0.920562567
H3-5,12p11.21,0.013019417,0.88042055,0.920573055
SLC22A5,5q31.1,-0.013019417,0.88042055,0.920573055
HES3,1p36.31,-0.013003065,0.880569624,0.920680218
MAB21L2,4q31.3,0.012984008,0.880743365,0.920742017
ALG1L2,3q22.1,-0.012981328,0.880767791,0.920742017
RGL2,6p21.32,-0.012981251,0.880768498,0.920742017
EMP2,16p13.13,-0.012966939,0.880898985,0.92082648
ZNF773,19q13.43,0.012962168,0.880942481,0.92082648
HTRA4,8p11.22,-0.0129557,0.881001452,0.920839417
CCL15-CCL14,17q12,-0.012950037,0.881053082,0.920844681
TRAF5,1q32.3,0.012938314,0.881159968,0.920907692
PAQR4,16p13.3,0.012904919,0.881464464,0.921165602
MLPH,2q37.3,-0.012901025,0.881499968,0.921165602
PAM,5q21.1,-0.012876294,0.881725475,0.921352539
LCN9,9q34.3,-0.01285471,0.881922295,0.92150948
NGF,1p13.2,-0.01284582,0.882003361,0.921514793
TAS2R50,12p13.2,-0.012838473,0.882070366,0.921514793
HCCAT5,16q22.3,0.012838252,0.88207238,0.921514793
VWA5A,11q24.2,-0.012833357,0.882117015,0.921514793
ABCA5,17q24.3,0.012828586,0.882160521,0.921514793
FAM72A,1q32.1,-0.012814274,0.882291041,0.921602424
SLC9C1,3q13.2,-0.012797939,0.882440017,0.921709321
FIGLA,2p13.3,-0.012787583,0.882534455,0.921759245
IAPP,12p12.1,0.012778851,0.882614093,0.921771125
RIN1,11q13.2,0.012776108,0.882639112,0.921771125
TPM2,9p13.3,-0.012747483,0.882900179,0.921995046
FABP5P3,7q36.1,0.012710283,0.883239484,0.922300641
CST9,20p11.21,-0.012694438,0.883384007,0.922402817
SCG3,15q21.2,-0.01266161,0.883683457,0.922637958
CLRN2,4p15.32,0.012659514,0.883702571,0.922637958
IL19,1q32.1,-0.012643983,0.883844245,0.922702258
DPY19L2P2,7q22.1,-0.012642527,0.883857534,0.922702258
HSP90AB1,6p21.1,0.012623444,0.884031617,0.922835244
CES1P1,16q12.2,0.012615927,0.884100187,0.922858079
KIAA1143,3p21.31,0.01260436,0.884205705,0.922919476
KRT80,12q13.13,-0.012588924,0.88434653,0.923017717
SNORA81,3q27.3,-0.012580757,0.884421042,0.923046739
KRT73,12q13.13,0.012545803,0.884739941,0.923330805
TM4SF20,2q36.3,-0.012537465,0.884816013,0.923361436
SEPTIN14,7p11.2,-0.012530578,0.884878849,0.923378251
NR1I2,3q13.33,0.012509781,0.885068605,0.923486696
CCN4,8q24.22,-0.012508945,0.885076229,0.923486696
NMU,4q12,-0.012497324,0.885182261,0.92354857
CCNF,16p13.3,0.012489862,0.88525035,0.923570853
NFYC,1p34.2,0.012446925,0.885642143,0.923930831
CNGA3,2q11.2,0.012432613,0.885772746,0.924018305
INSL6,9p24.1,-0.012414051,0.885942133,0.924146225
GPSM2,1p13.3,-0.012384905,0.886208114,0.924374886
SPRR1B,1q21.3,-0.012355747,0.886474226,0.924583959
DMGDH,5q14.1,-0.01235151,0.886512892,0.924583959
ROPN1,3q21.1,-0.012347564,0.886548906,0.924583959
ZBTB49,4p16.3,0.012332427,0.886687058,0.924679243
KRT76,12q13.13,0.012321425,0.886787472,0.924735163
TREML3P,6p21.1,0.012297159,0.887008949,0.924896103
HMGA1,6p21.31,-0.012294261,0.887035407,0.924896103
PPAN,19p13.2,-0.012270407,0.887253135,0.925074319
CDC5L,6p21.1,0.012260865,0.887340229,0.925116319
TPTE,21p11.2,0.012234333,0.88758242,0.925291108
CDHR3,7q22.3,0.012232241,0.887601519,0.925291108
ZNF483,9q31.3,-0.012108201,0.888733913,0.926422719
UMODL1-AS1,21q22.3,0.012089713,0.888902712,0.926499682
OTOR,20p12.1,-0.012082937,0.888964579,0.926499682
PLCZ1,12p12.3,0.012080005,0.888991351,0.926499682
PLEKHF1,19q12,-0.012079576,0.888995267,0.926499682
HSFY1P1,22q11.1,-0.012057555,0.889196337,0.926660367
ZFP14,19q13.12,0.012050952,0.889256633,0.926674339
NAA80,3p21.31,-0.012027098,0.889474447,0.926852446
BSPH1,19q13.33,0.012000962,0.889713109,0.927020081
SLC6A19,5p15.33,-0.011999207,0.889729135,0.927020081
PRXL2B,1p36.32,-0.011965078,0.890040801,0.927295923
ANKRD30A,10p11.21,-0.011926416,0.890393885,0.927590332
BARX1,9q22.32,-0.011923857,0.890417253,0.927590332
LRRC47,1p36.32,-0.011907829,0.890563639,0.927645033
VEPH1,3q25.31-q25.32,-0.011907829,0.890563639,0.927645033
TRIM42,3q23,-0.011873012,0.890881635,0.927927362
ECM2,9q22.31,-0.011845809,0.8911301,0.928137242
ZNF333,19p13.12,0.011826726,0.891304407,0.928269867
PANK4,1p36.32,0.011812414,0.891435141,0.9283571
PDE9A,21q22.3,0.011802872,0.891522298,0.928368031
TTC36,11q23.3,0.011800979,0.891539587,0.928368031
UTS2B,3q28,-0.011793345,0.891609328,0.928391736
FAM174A,5q21.1,-0.011755164,0.891958104,0.928702419
DDIT4,10q22.1,0.011750394,0.892001686,0.928702419
SRSF4,1p35.3,0.01172654,0.892219603,0.92882433
LINC00608,2q35,0.011726519,0.892219795,0.92882433
FCRLB,1q23.3,-0.011721769,0.892263187,0.92882433
HMOX1,22q12.3,-0.011716998,0.892306772,0.92882433
PALS1,14q23.3,-0.011693144,0.8925247,0.928998685
DDX58,9p21.1,0.011688374,0.892568286,0.928998685
C16ORF87,16q11.2,-0.011674061,0.892699048,0.92908375
TRIM28,19q13.43,-0.01166452,0.892786224,0.92908375
PYDC1,16p11.2,0.011663992,0.892791049,0.92908375
PGLYRP4,1q21.3,0.011652044,0.892900213,0.929148426
ADCYAP1,18p11.32,0.011635895,0.893047759,0.929253033
LY6E,8q24.3,0.011616812,0.893222123,0.929385533
OR14C36,1q44,0.011588429,0.893481473,0.929606441
ARL15,5q11.2,0.011545251,0.893876031,0.929798014
CCNT2,2q21.3,-0.011545251,0.893876031,0.929798014
CLK1,2q33.1,-0.01154048,0.893919627,0.929798014
HCRTR2,6p12.1,-0.011539744,0.893926353,0.929798014
SCARNA8,9p22.1,-0.011538976,0.893933373,0.929798014
PPDPFL,8q11.21,-0.011537388,0.893947885,0.929798014
ESRRA,11q13.1,0.011516626,0.894137614,0.929946409
LONRF1,8p23.1,0.011468918,0.894573612,0.930347295
LIG1,19q13.33,-0.011464148,0.894617213,0.930347295
PRSS33,16p13.3,-0.011456794,0.894684426,0.930368235
QPRT,16p11.2,-0.011449835,0.89474802,0.93038541
PRSS48,4q31.3,0.011439531,0.894842198,0.930423521
RNASE3,14q11.2,-0.011435523,0.894878829,0.930423521
SLC4A4,4q13.3,0.011421211,0.895009641,0.930510576
LETMD1,12q13.12,0.011392586,0.895271273,0.930704748
BMP5,6p12.1,-0.011390473,0.895290591,0.930704748
FKBP6,7q11.23,-0.011379264,0.895393041,0.93076229
UGT1A6,2q37.1,-0.011370538,0.895472809,0.930796251
ACADL,2q34,-0.011349649,0.895663743,0.930945753
SLC30A8,8q24.11,0.011343383,0.895721025,0.93095633
JAML,11q23.3,0.011335351,0.895794448,0.930981259
RSPH10B2,7p22.1,-0.011325796,0.895881793,0.930981259
SLC38A4,12q13.11,0.011322508,0.895911844,0.930981259
BMP15,Xp11.22,0.011318513,0.895948363,0.930981259
CTSG,14q12,0.011314992,0.895980547,0.930981259
GCM1,6p12.1,0.011301208,0.896106556,0.931063238
BRIP1,17q23.2,0.011268546,0.896405144,0.931324511
LIPM,10q23.31,-0.011250902,0.896566453,0.931443137
ARMC3,10p12.2,0.011245509,0.896615753,0.931445391
FNBP1L,1p22.1,0.011239922,0.896666836,0.931449497
ZNF683,1p36.11,-0.011234213,0.896719028,0.931454754
ZNF668,16p11.2,0.011216068,0.896884921,0.931533345
MYO18B,22q12.1,-0.011215626,0.896888959,0.931533345
HBBP1,11p15.4,0.011203698,0.896998015,0.931597655
TAS2R7,12p13.2,0.011189854,0.897124596,0.931628387
TRIM32,9q33.1,0.011187443,0.897146634,0.931628387
SNORA41,2q33.3,0.011184994,0.897169026,0.931628387
RPLP0P2,11q12.2,-0.011177902,0.897233874,0.931646774
SLC44A3,1p21.3,0.01116359,0.897364736,0.931733702
FAN1,15q13.3,0.011134965,0.897626469,0.931956496
HOMER1,5q14.1,0.011111111,0.897844588,0.932107557
SLC22A11,11q13.1,-0.01110714,0.897880897,0.932107557
FUT5,19p13.3,-0.01110358,0.897913458,0.932107557
LRRC37A3,17q24.1,0.011053862,0.898368105,0.932530535
C20ORF141,20p13,-0.011030688,0.898580031,0.932701531
SOST,17q21.31,-0.011003836,0.898825605,0.932817919
TRIM68,11p15.4,0.011001384,0.898848034,0.932817919
PRNP,20p13,-0.010991842,0.898935298,0.932817919
NBPF22P,5q14.3,-0.01098946,0.898957085,0.932817919
SERPINE2,2q36.1,-0.010987071,0.89897893,0.932817919
SLC26A3,7q22.3-q31.1,0.010985193,0.898996106,0.932817919
KLF15,3q21.3,0.0109823,0.899022563,0.932817919
CMTM5,14q11.2,-0.010863031,0.900113476,0.933795274
BST2,19p13.11,0.010863031,0.900113476,0.933795274
AMFR,16q13,0.010858261,0.900157117,0.933795274
CCDC103,17q21.31,-0.010858261,0.900157117,0.933795274
CITED4,1p34.2,0.01085349,0.900200757,0.933795274
TYR,11q14.3,-0.010833702,0.900381773,0.933934025
CHMP1A,16q24.3,-0.010796241,0.900724469,0.934180153
DPAGT1,11q23.3,-0.01079147,0.900768114,0.934180153
SPAG1,8q22.2,-0.010786699,0.900811759,0.934180153
TRDN,6q22.31,-0.010783953,0.900836886,0.934180153
ST8SIA4,5q21.1,0.010781928,0.900855404,0.934180153
TIPARP,3q25.31,-0.010753304,0.901117281,0.934371994
NPFFR2,4q13.3,-0.010751371,0.90113496,0.934371994
UBE2Q1,1q21.3,0.010734233,0.901291755,0.934447235
USP17L9P,4p16.1,0.010733104,0.90130209,0.934447235
KRTAP5-2,11p15.5,0.010701452,0.901591682,0.934698442
ZNF681,19p12,0.010696055,0.901641068,0.93470061
C5ORF49,5p15.31,-0.010662659,0.90194663,0.934919293
MEN1,11q13,-0.010662659,0.90194663,0.934919293
HSD3B7,16p11.2,0.010648347,0.902077589,0.935006
TMEM61,1p32.3,-0.010615205,0.902380854,0.935271283
KIR3DL1,19q13.42,0.010596898,0.902548378,0.935395857
FGFBP1,4p15.32,0.010579581,0.902706841,0.935395946
XG,Xp22.33,0.010577492,0.902725961,0.935395946
GGTLC1,20p11.21,-0.010573038,0.902766718,0.935395946
SNORA36B,1q41,0.010571028,0.902785117,0.935395946
OR10V1,11q12.1,-0.010571028,0.902785117,0.935395946
WBP2NL,22q13.2,0.010529327,0.903166741,0.935684154
UBE2U,1p31.3,0.010523106,0.903223675,0.935684154
TENT5D,Xq21.1,-0.010516111,0.903287689,0.935684154
GNG4,1q42.3,-0.010514766,0.903300004,0.935684154
TRAF7,16p13.3,0.010514766,0.903300004,0.935684154
CRABP1,15q25.1,-0.010498438,0.903449438,0.935789898
TTLL8,22q13.33,0.010466272,0.903743831,0.93597237
PABPC1P2,2q22.3,-0.010463339,0.903770676,0.93597237
DACH1,13q21.33,0.010462287,0.903780301,0.93597237
SNORA51,20p13,0.010458281,0.903816964,0.93597237
APOBEC3A,22q13.1,-0.010448099,0.903910156,0.93597237
PPP4R3A,14q32.12,-0.010447975,0.903911297,0.93597237
DIO1,1p32.3,-0.010442968,0.903957123,0.93597237
BORCS6,17p13.1,-0.010428892,0.904085962,0.93605673
DKK1,10q21.1,-0.01041935,0.904173296,0.936094283
CEP135,4q12,-0.010414579,0.904216964,0.936094283
ANKRD29,18q11.2,0.010400267,0.904347969,0.93613183
NUPR1,16p11.2,0.010400267,0.904347969,0.93613183
CXXC5,5q31.2,0.010376413,0.904566315,0.936308809
ABCB4,7q21.12,-0.010362101,0.904697327,0.936346335
BTK,Xq22.1,0.010362101,0.904697327,0.936346335
ZNF763,19p13.2,-0.010309623,0.905177724,0.936794479
SHLD2P1,10q11.22,0.010300081,0.905265073,0.936835819
PRSS42P,3p21.31,-0.010288756,0.905368754,0.936894056
LINC00092,9q22.32,0.010247603,0.905745511,0.937234857
RPL34-DT,4q25,0.0102224,0.905976254,0.937402982
IGFL2,19q13.32,-0.010219495,0.906002852,0.937402982
HBA2,16p13.3,-0.010209437,0.906094942,0.937449185
HSDL1,16q24.1,-0.010180812,0.906357027,0.937671251
BATF,14q24.3,-0.010156958,0.906575438,0.937848115
GRHL2,8q22.3,-0.01014231,0.906709567,0.937937774
APOA2,1q23.3,0.010095452,0.907138634,0.938332504
PLG,6q26,-0.01008952,0.907192958,0.938339584
KISS1,1q32.1,0.01006171,0.907447624,0.93850634
S100Z,5q13.3,0.010061543,0.907449155,0.93850634
CTSC,11q14.2,-0.010052001,0.907536533,0.938547593
MAT1A,10q22.3,-0.010042131,0.907626921,0.938591954
WFDC1,16q24.1,-0.009975669,0.908235595,0.939164336
IL15RA,10p15.1,-0.009970898,0.908279289,0.939164336
GLI2,2q14.2,-0.009966128,0.908322983,0.939164336
GPA33,1q24.1,0.009956705,0.908409284,0.939201596
NINJ1,9q22.31,-0.009951815,0.908454067,0.939201596
GPR151,5q32,0.009946149,0.908505967,0.939206122
OLFM4,13q14.3,-0.009908878,0.908847332,0.939501936
RBP5,12p13.31,-0.009904155,0.908890597,0.939501936
ADGRE5,19p13.12,0.009899337,0.908934728,0.939501936
VASN,16p13.3,-0.009865942,0.90924062,0.939627875
LCE3D,1q21.3,0.009865272,0.909246748,0.939627875
OR2A2,7q35,-0.009865272,0.909246748,0.939627875
REG3A,2p12,-0.009865272,0.909246748,0.939627875
FAM83E,19q13.33,-0.009823028,0.909633717,0.939978622
FAM197Y2,Yp11.2,0.009793073,0.90990812,0.940213018
LINC01512,6p21.1,-0.009784626,0.909985499,0.940237807
CFAP43,10q25.1,0.009780068,0.910027261,0.940237807
VSIG10,12q24.23,-0.009770526,0.910114671,0.940278961
CMTM8,3p22.3,-0.009756214,0.910245788,0.940365265
RTP2,3q27.3,-0.009746978,0.910330401,0.940403519
TP53INP1,8q22.1,-0.009708506,0.910682863,0.940679211
CRYBA1,17q11.2,0.009707457,0.910692473,0.940679211
SIX6,14q23.1,0.00967487,0.910991035,0.940938425
PHEX,Xp22.11,0.009617862,0.911513377,0.94137954
PANK2,20p13,-0.009617862,0.911513377,0.94137954
HERC6,4q22.1,-0.009603549,0.91164452,0.94146578
TTTY2,Yp11.2,-0.009593424,0.9117373,0.941512397
AP5Z1,7p22.1,-0.009584466,0.91181938,0.94154796
SERPINE1,7q22.1,-0.0095463,0.912169114,0.941855817
ARF6,14q21.3,-0.00954153,0.912212832,0.941855817
CLIC3,9q34.3,0.009501086,0.912583455,0.942155471
RUFY1,5q35.3,0.009493822,0.912650025,0.942155471
SLC30A6,2p22.3,-0.009493822,0.912650025,0.942155471
TRNP1,1p36.11,-0.009489051,0.912693746,0.942155471
MLIP,6p12.1,-0.00947951,0.912781188,0.942196523
PRAMEF5,1p36.21,-0.009449858,0.913052934,0.942400478
ZAR1L,13q13.1,0.009447543,0.913074146,0.942400478
ZSCAN1,19q13.43,0.009436967,0.913171081,0.942451307
FABP4,8q21.13,0.009418445,0.913340837,0.942567918
CIBAR1P2,4q35.1,0.009409085,0.913426621,0.942567918
P2RX3,11q12.1,0.009409027,0.91342715,0.942567918
CRYM,16p12.2,-0.009379324,0.913699396,0.942799622
FBXO47,17q12,-0.00936854,0.913798236,0.942852383
IFNA10,9p21.3,-0.009357,0.913904007,0.942855667
ZNF71,19q13.4,0.009350699,0.913961762,0.942855667
DAZ1,Yq11.223,-0.009348591,0.913981081,0.942855667
PSKH2,8q21.3,0.009347372,0.913992252,0.942855667
TDRD12,19q13.11,-0.009319609,0.914246738,0.943061191
SSX5,Xp11.23,0.009315225,0.914286921,0.943061191
SDHAP3,5p15.33,-0.009288679,0.914530253,0.943258828
RLF,1p34.2,-0.009283908,0.914573985,0.943258828
LINC00305,18q22.1,-0.009275248,0.914653375,0.943276128
PRTN3,19p13.3,0.009271665,0.914686218,0.943276128
PLA2G2A,1p36.13,-0.009245742,0.914923849,0.943471956
GJA3,13q12.11,-0.00922191,0.915142321,0.943648006
LSMEM1,7q31.1,-0.009159868,0.915711103,0.94418108
FAM177A1,14q13.2,0.009155098,0.915754842,0.94418108
CCR4,3p22.3,-0.009145823,0.915839876,0.944219493
THOC5,22q12.2,-0.009136015,0.9159298,0.944262944
PPP1R1B,17q12,0.009126473,0.91601728,0.944303871
MAGEH1,Xp11.21,0.009093078,0.916323469,0.944570244
RNF182,6p23,-0.009078765,0.916454697,0.944656244
RNF121,11q13.4,0.009064453,0.916585926,0.944742238
KBTBD8,3p14.1,0.009021516,0.916979629,0.945098744
CTSE,1q32.1,0.008992829,0.917242679,0.945293305
H4C9,6p22.1,0.008990497,0.917264065,0.945293305
CEBPB,20q13.13,-0.008959496,0.917548347,0.945536968
LYZL1,10p12.1-p11.23,0.008946476,0.917667749,0.945610705
RNF216,7p22.1,-0.008935642,0.917767095,0.945631226
WIPI1,17q24.2,-0.008926101,0.917854597,0.945631226
TPSD1,16p13.3,-0.00892391,0.917874684,0.945631226
UBE2R2,9p13.3,0.00892133,0.917898348,0.945631226
TMEM192,4q32.3,0.008916559,0.917942099,0.945631226
CLNK,4p16.1,0.008911372,0.917989667,0.945631226
TTC39B,9p22.3,-0.008897476,0.918117106,0.945631226
GPAA1,8q24.3,-0.008897476,0.918117106,0.945631226
SH2B2,7q22.1,0.008892706,0.918160859,0.945631226
HAUS6,9p22.1,0.008887935,0.918204611,0.945631226
ASAH2,10q11.23,0.008886911,0.918213997,0.945631226
TRIM61,4q32.3,0.008864122,0.918423003,0.945793348
ZNF334,20q13.12,0.00885931,0.918467132,0.945793348
ROM1,11q12.3,0.008840227,0.918642151,0.945924287
NPL,1q25.3,0.008811602,0.918904687,0.946145323
SAP30BP,17q25.1,0.008749583,0.919473545,0.946681723
DRC7,16q21,-0.008740083,0.919560683,0.946722118
GCNT3,15q22.2,0.008641537,0.920464654,0.947603425
RRP1,21q22.3,0.00861123,0.920742681,0.947835959
MMS22L,6q16.1,0.00860646,0.920786448,0.947835959
TAS2R13,12p13,0.008587681,0.920958721,0.947941426
MSMB,10q11.22,-0.008584835,0.920984837,0.947941426
AP1AR,4q25,-0.008568293,0.921136592,0.948028619
TMEM213,7q34,-0.008562029,0.921194062,0.948028619
SPIC,12q23.2,-0.008559915,0.921213459,0.948028619
CASP5,11q22.3,-0.00853764,0.921417825,0.94813101
FOXF1,16q24.1,-0.008534898,0.92144298,0.94813101
AXDND1,1q25.2,-0.008533383,0.921456879,0.94813101
KRTAP5-4,11p15.5,0.00851408,0.921633984,0.948206167
SUZ12,17q11.2,-0.008511044,0.921661836,0.948206167
PCGF5,10q23.32,-0.008506274,0.921705608,0.948206167
SVOPL,7q34,0.008502794,0.92173753,0.948206167
CER1,9p22.3,0.008499275,0.921769816,0.948206167
PTPN22,1p13.2,0.008491961,0.921836925,0.948225844
CDC20B,5q11.2,-0.008485323,0.921897832,0.948239141
ZNF814,19q13.43,0.008449024,0.922230888,0.948532347
ABHD11-AS1,7q11.23,0.008422978,0.922469884,0.948728784
SNORA27,13q12.2,-0.008363745,0.923013416,0.949194421
TAS2R39,7q34,-0.00836317,0.923018691,0.949194421
DENND2D,1p13.3-p13.2,-0.008353609,0.92310643,0.949235256
THUMPD3-AS1,3p25.3,0.008339297,0.92323777,0.949320918
MAGEF1,3q27.1,-0.008320214,0.923412892,0.949430178
GAGE1,Xp11.23,-0.008317248,0.923440109,0.949430178
GUCY2D,17p13.1,-0.008295172,0.923642698,0.949573477
LRRN2,1q32.1,-0.008291589,0.923675582,0.949573477
FMO6P,1q24.3,-0.008278324,0.923797319,0.949649229
PI3,20q13.12,-0.008224808,0.924288468,0.950104702
TMPRSS11BNL,4q13.2,0.008182402,0.924677675,0.950442749
OPRPN,4q13.3,0.008168521,0.924805079,0.950442749
BICDL2,16p13.3,-0.008168317,0.924806956,0.950442749
ADRA1D,20p13,-0.008167549,0.924814001,0.950442749
CCRL2,3p21.31,0.008162778,0.92485779,0.950442749
FMO2,1q24.3,0.008148466,0.924989156,0.950456135
